微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IDAWUmGNs,#徐州生活#【感动！徐州蜀黍们用这样“笨拙”的方法积累出徐州“大家庭”的安全】“一户一户过、一家一家清”，这种看似最笨拙的办法，却是疫情防控期间，徐州的警察蜀黍们毫无怨言践行的绝招。徐州市公安局的“梳网清格”行动，地毯式排查各类安全隐患，就地化解矛盾纠纷，用最“累人”的方法干最有把握的事，把每一个网格单元里的风险都“梳”出来，一个网格一个网格累积出徐州“大家庭”的安稳。“如果你们不来，这事我还憋肚子里呢！”鼓楼分局铜沛派出所教导员马骁骁摸排走访时获悉，宅在家里的姚大爷发现儿子给他新买的电动车丢了，他怕儿子埋怨，一直没敢吱声。马骁骁连夜追踪，次日凌晨就将嫌疑人抓获，成功追回姚大爷的电动车，并带破盗窃案4起。疫情初期，自重点地区来徐人员数据基数庞大，日最高峰值达8万余条，为确保这些数据落地落实，市公安局日均组织2100余名民警、9600余名街道（社区）干部、4200余名辅警、9800余名基层卫生工作者、9900余名网格员、36500余名物业和志愿者，联合构筑起铜墙铁壁。根据地理布局和现状，以工作人员每小时走访梳清10户的标准，以路河为界，设定权重，将全市警务区划分为8500个网格单元，不留死角。3月初，牌楼派出所民警在社区走访时，一户居民主动提起自己的一个亲戚多年前曾被警方网上追逃。民警核查确认该信息属实，遂多次上门宣讲法律政策，开展劝投工作，嫌疑人最终被感化自首。疫情防控出入不便，民警专门驱车赶赴外地将嫌疑人接回。（编辑X5598） 原图 ,,http://wx2.sinaimg.cn/large/d17838b9gy1gdvn17iphkj20m80gagn5.jpg,无,无,2020-04-16 16:06,微博 weibo.com,12,1,0
IDATQFaNc,【周知！#教育部取消2020年上半年部分考试#】今天，教育部考试中心发布公告，取消原定于2020年上半年举行的以下考试项目↓↓转发周知！  原图 ,,http://wx2.sinaimg.cn/large/d17838b9gy1gdvnvaecy8j20j61bxqa4.jpg,无,无,2020-04-16 15:58,微博 weibo.com,6,4,0
IDAzY7gM9,#徐州生活# 【“及时雨”！全市银企对接会签约授信5.63亿元】4月14日，全市金融支持企业复工复产政银企对接会召开。会议要求，要多措并举为企业复工复产提供强有力的保障。14家金融机构与14家企业现场签订了5.63亿元授信合同。“疫情发生以来，我们出台了一系列支持疫情防控和企业复工复产、发展经济的金融政策，在货币信贷方面，我们释放逆周期调节红利，为经济发展增添新动能，定向扶持，加大对企业‘输血供氧’，同时，引导利率下行，实实在在降低企业融资成本。”人民银行徐州市中心支行副行长秦文炜解读了金融支持政策。“我们将引导各银行机构优化服务，拓宽与政府职能部门的合作力度，加大各类风险补偿基金运用，加强与融资担保和再担保公司合作力度，针对企业的各类诉求，做到关键时刻搭把手，危难之际扶一扶。”徐州银保监分局局长王雷表示。截至一季度末，全市“四上”企业复工率达95.4%，其中规上工业企业复工率达95.9%；230个年度实施项目中，91个续建项目全部开工，139个计划新开工项目已开工98个、开工率70.5%；城建重点工程复工率达95%，全市经济社会秩序呈现加快恢复、持续向好的态势。（编辑X5598） 原图 ,,http://wx4.sinaimg.cn/large/d17838b9gy1gdvmjmxj41j20gx0b8qel.jpg,无,无,2020-04-16 15:09,微博 weibo.com,1,1,1
IDAicemEj,#徐州生活#【一季度，徐州1005户企业出口退（免）税7.41亿元】随着企业陆续复工，工作中遇到的纳税问题自然出现。徐州市税务局全力打通出口退税的各个环节，审批速度再提速，线上退税更贴心，为企业复产、稳产、增产提供支持。随着国内疫情阴霾逐渐消退，我市众多外贸生产企业在按完“重启键”后又纷纷按下 “快进键”。爱斯科（徐州）耐磨件有限公司近期出口了一批产品到北美的几个国家。由于受疫情影响，公司正愁如何进行退税申报时，第一时间收到了“非接触式”出口退（免）税服务相关政策及操作流程温馨提示。800多万元的出口退(免)税迅速兑现到账，缓解了企业的流动资金压力，保证了加速生产的需求。凯保乐电子（徐州）有限公司40%的产品出口泰国、美国、澳大利亚等地区，税务人员“一对一”服务，为企业提供电话咨询和远程视频指导。“疫情期间，我们通过‘非接触’方式先后3次申请出口退（免）税，‘闪电’式退税，既安全又高效，更多资金‘活水’投入到再生产。”凯保乐财务人员介绍，2020年，凯保乐还将按计划再新增投资1200万元扩大生产。据统计，今年一季度，徐州市税务局共为1005户企业办理出口退（免）税7.41亿元，为企业全面复工复产引入资金“活水”， 全力帮助企业保订单、保履约、保市场。（编辑X5598） [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/d17838b9gy1gdvl9wsipkj20go0b3dpy.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gdvla21tznj20wj0i24qb.jpg",无,无,2020-04-16 14:25,微博 weibo.com,2,1,0
IDzjr10Hr,#徐州生活#【快看！徐州春耕“大片”来了】当前，我市小麦即将进入抽穗扬花期，这是小麦产量形成的关键时期，也是多种病虫害易发阶段。为确保小麦生产安全，保障夏粮丰产丰收，徐州各地农业及植保部门加强病虫害监测，科学制订防治方案，专业技术人员深入田间地头，精准指导，为全市夏粮丰产丰收打下良好基础。（编辑X5598） [组图共8张] 原图 ,,"http://ww2.sinaimg.cn/large/d17838b9gy1gdvgc3lcv9j20p10itkjl.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gdvgc269nfj20ks0fjb1s.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gdvgc2015tj20ke0dkwv1.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gdvgc2fnmdj20jj0ep19s.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gdvgc1wmm9j20jo0h3tam.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gdvgc1wpmgj20jm0gm0ut.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gdvgd3zzd2j20jn0gn79i.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gdvgc24jyfj20ji0emdho.jpg",无,无,2020-04-16 11:56,微博 weibo.com,4,2,1
IDyWI9IBX,#徐州生活# 【江苏供销系统采购350吨湖北农产品】为助力湖北地区农产品销售，根据全国供销合作总社要求，江苏供销合作社系统及所属企业积极响应，截至4月12日，全系统共采购鸡蛋、茶叶、香菇、木耳、小龙虾等湖北地区各类农产品350吨。同时，出台鼓励政策，鼓励经营商户销售湖北滞销农产品；且各大自建电商平台和大型连锁超市将通过开辟专区、开设专柜等方式，推介销售湖北滞销农产品。@微博江苏 （编辑X5598） 原图 ,,http://wx3.sinaimg.cn/large/d17838b9gy1gdvf10mm38g20b4069e81.gif,无,无,2020-04-16 11:00,微博 weibo.com,5,1,0
IDyB93euj,#徐州生活#【公示：我市首批81家职业培训机构获批江苏省定点】全称是江苏省职业技能提升行动定点培训机构。我市首批入选的81家培训机构均为资质合法、信誉良好且可以面向企业职工、就业重点群体、贫困劳动力、高危行业领域从业人员开展职业技能培训的职业培训机构、职业院校（含技工院校）人力资源服务机构等。市人社局后续还会公布第二批定点机构名单，培训机构本着自觉自愿的原则都可以积极申报，政府鼓励具备职业技能培训资质的职业院校、技工院校、民办职业培训学校进行定点机构申报。（编辑X5598） [组图共7张] 原图 ,,"http://ww2.sinaimg.cn/large/d17838b9ly1gdvdsmmyo9j20mx0p1781.jpg,http://ww1.sinaimg.cn/large/d17838b9ly1gdvdsmn1szj20mx0nqjuo.jpg,http://ww1.sinaimg.cn/large/d17838b9ly1gdvdsmnwcwj20mx0nt0w2.jpg,http://ww4.sinaimg.cn/large/d17838b9ly1gdvdsmova9j20mx0nrdjb.jpg,http://ww3.sinaimg.cn/large/d17838b9ly1gdvdsmneelj20mx0nrn09.jpg,http://ww2.sinaimg.cn/large/d17838b9ly1gdvdsn2ctcj20mx0nradh.jpg,http://ww2.sinaimg.cn/large/d17838b9ly1gdvdsms3agj20mx0jt0vc.jpg",无,无,2020-04-16 10:06,微博 weibo.com,7,3,1
IDxzsC5Do,#徐州天气# 今天白天多云转阴，有阵雨或雷雨，夜里阴转多云，偏南风4到5级明天转偏北风5级阵风6到7级，雷雨时短时阵风8级左右，气温14℃到24℃。17日多云到晴，西北风4到5级阵风6级，气温9℃到23℃。  原图 ,,http://wx2.sinaimg.cn/large/d17838b9gy1gduid6wqrcj20sg0i9tbc.jpg,无,无,2020-04-16 07:30,微博 weibo.com,3,1,0
IDxb70kre,#早安徐州# 拥抱自己，开始美好的一天！早！  原图 ,,http://wx3.sinaimg.cn/large/d17838b9gy1gduifi0tphj20th1geqv5.jpg,无,无,2020-04-16 06:30,微博 weibo.com,11,10,3
IDuesxGHr,#晚安徐州# 人生有许多事情，正如船后的波纹，总要过后才觉得美的。晚安！  原图 ,,http://wx2.sinaimg.cn/large/d17838b9gy1gduipuqilaj20sg0fjtal.jpg,无,无,2020-04-15 23:00,微博 weibo.com,11,0,2
IDtrKzO5B,#徐州生活# 【徐州医生摘口罩为男子人工呼吸：只想着救人要紧】4月13日晚上起，一段2分钟的短视频在徐州人的朋友圈热传。视频中，一名身着白大褂的医生，正跪地抢救一名倒在地上的中年男子，进行胸外按压多下后，他果断摘下口罩，实施人工呼吸……在当前疫情的特殊时期，网友纷纷为这名医生点赞，称之为“英雄之举”。现代快报记者了解到，视频中的施救者，是沛县人民医院康复科的医生高甲，当时他正好路过，于是出手救人。http://t.cn/A6wIKfma ,,无,无,无,2020-04-15 21:00,微博视频号,48,3,4
IDt3oFc64,#徐州生活# 徐州，你真好看！（视频来源：王琨）徐州土著王琨的微博视频  ,,无,无,无,2020-04-15 20:00,微博视频号,36,15,10
IDsH6j8ZV,【#雷神山ICU医护最爱的黑屏#】今日，雷神山医院正式休舱，ICU病区医护办公区里有一块让医护人员感慨的黑屏。医务管理部李锟：以前刚来的时候，满屏都是重症病人，每天想着怎么把这些病人治好，现在都是黑屏了。这个黑屏是我们喜欢的，我希望能一直保持下去，这是雷神山医务人员努力的成果，是所有武汉人民和全国人民的期盼。（人民日报记者张意轩 胡润新）  http://t.cn/A6wia3h1 ,,无,无,无,2020-04-15 19:05,微博视频号,5,0,0
IDsgHkZ5l,#交通出行# 【期待！年内就通车】4月13日，江苏省铁路办召开视频会议。动员江苏铁路系统开足马力，挂图作战，全力冲刺上半年“时间过半、任务完成过半”的目标，尽快促进铁路成环成网，实现江苏铁路建设根本转变。会议对目前在建的4条铁路，以及今年明确要开工的2条铁路，今年的推进时间节点逐一明确。其中，徐连高铁、盐通线路与咱徐州密切相关。①徐连高铁：40分钟“贴地飞行”徐连高铁设计时速350公里/时，全线设置连云港、东海、新沂南、邳州东、后马庄和徐州东等6座车站。徐连高铁建成后，徐州到连云港的距离将缩短至40分钟左右。根据进度安排，徐连高铁铁路将在12月中旬具备开通条件。同时，徐连高铁还是新陇海线和新亚欧大陆桥的重要组成部分，西接刚刚郑徐高铁，并与郑西高铁、西宝高铁、宝兰线、兰新线一脉相连。②盐通线路：去上海间又多一条快速通道盐通铁路是为保障江苏省苏北铁路网快速入沪的关键性工程。也将在12月底前具备开通条件。盐通铁路北连徐盐高铁，南连通沪铁路，建成后将成为徐州至上海之间继京沪高铁之后的又一条快速通道。 原图 ,,http://wx4.sinaimg.cn/large/d17838b9gy1gdujqi7nl2j20rs0gywg9.jpg,无,无,2020-04-15 18:00,微博 weibo.com,10,1,6
IDrSl4NhW,"#徐州生活# 【让存粮“心中有数”：徐州各项存粮500万吨】在徐州市铜山区张集镇104国道旁，占地近3000亩的国家级大型粮库、省级粮食物流产业园已成为当地的地标园区。走上通往维维产业园的绿荫大道，园区的标识牌醒目地出现在视野里，上面标注了粮库、面粉厂、纸箱厂、挂面厂等地的位置方向。疫情期间，徐州园区内六朝松面粉厂加大生产力度，员工在封闭状态实行24小时工作制，日产面粉达1000吨，充分满足市场需求，并严格执行平价政策，保证优质平价、随需随供。以前，每一个粮仓就是一个独立的储粮单位，信息查阅只能靠人力，现在都是智能化粮库，打开电脑就能在线监测,粮堆中架设的各类传感器，可实时分析预警。高清监控摄像头拥有23倍放大、360度旋转能力，管理部门全天候、无盲点远程监控。过去，人工开仓通风需要40分钟，现在坐在办公室，借助智能通风AI系统，1分钟内就可操控20多个大型粮仓。粮食储存周期一般为2年至3年或者3年至5年，储存周期损耗最大的是水分。通过科技手段改造的粮仓，可以有效减缓水分流失速度，控制粮食损耗，实测显示，新型仓房可降低人工成本30%，能耗降低40%左右。相比东北和西北地区，徐州也是中国储粮环境的高温高湿地区，结合智能通风等技术，根据物联网数据跟踪，即便在最炎热的夏季，徐州平均粮温也能控制在15℃左右，最高不超过20℃。监测显示，稻谷的品质指标脂肪酸值每年上升不到3mgKOH/100g。目前，全市现有储粮库点203个，有效仓容412万吨，现储有中央储备粮、最低收购价粮及省、市、县三级地方储备粮，全市常年储粮保持在200万吨以上。2019年末，全社会存粮近500万吨，创近年新高。2019年底，徐州重新梳理完善了238家应急保供响应单位，其中加工企业40家，销售网点172家，配送企业15家，储运企业11家，市发改委建立了54个粮食价格信息监测点，确保粮食应急时能迅速调动、正常运转。（编辑X5598） 原图 ",,http://wx1.sinaimg.cn/large/d17838b9ly1gdujdvncx0j20gn0b911t.jpg,无,无,2020-04-15 17:00,微博 weibo.com,18,2,3
IDrtZox7E,#徐州生活# 【全市特种设备安全专项整治行动启动】随着徐州公共场所人气越来越旺，遏制和减少特种设备事故半点马虎不得！4月10日起，全市开展特种设备安全专项整治行动，严查特种设备带“病”运行、操作人员无证上岗等安全隐患。为此，我市市场监管部门成立了12个督查组，分赴各县市区开展监督检查。通过专项整治，对全市特种设备“拉网式”排查 ，同时，此次行动还将推动全市特种设备使用单位落实“自检”制度，定期向当地市场监督管理局上报，对确定为重大隐患的特种设备登记造册，实施“清单式”管理。（编辑X5598） [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/d17838b9ly1gduh8h5jgcj215c0u047b.jpg,http://ww3.sinaimg.cn/large/d17838b9ly1gduh8h5c39j21400u0aiy.jpg,http://ww2.sinaimg.cn/large/d17838b9ly1gduh8h2vr6j21400u0wi4.jpg",无,无,2020-04-15 16:00,微博 weibo.com,2,1,0
