微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IDqNqlriT,#常州# 2020年中考报名时间：4月20日至24日】常州市教育局官网发布《2020年常州市高级中等学校招生考试报名须知》。2020年常州市高级中等学校招生考试报名工作定于4月20日至24日进行，全市仍然实行网上报名。http://t.cn/A6wJ9l8L  原图 ,,http://wx2.sinaimg.cn/large/9bf793c7gy1gdufcq5z00j20k00hdgsw.jpg,无,无,2020-04-15 14:15,搜狗高速浏览器,0,1,0
IDpr5i1VW,【省2020年“专转本”扩招 4月17日起重新报名】2020年4月17日至20日，我省将组织“专转本”全省统一考试重新报名工作。2020年1月已成功报名2020年“专转本”选拔考试的考生，原报名信息与填报志愿无效，须重新报名，无需缴纳报名费。2020年1月没有报名的考生，须按照报名流程进行注册、报名、缴纳考试报名费。报名网址：江苏省教育考试院门户网站http://t.cn/ROh9UPO。 ,,无,无,无,2020-04-15 10:47,搜狗高速浏览器,1,1,0
IDoSs1gMV,【常州参加全省国土空间规划工作推进视频会】为全面部署当前和今后一个时期国土空间规划编制工作，加快构建适应新时代的国土空间规划体系，昨天下午，全省国土空间规划工作推进视频会议召开。省长、省国土空间规划委员会主任吴政隆出席会议并讲话。省领导、省国土空间规划委员会副主任任振鹤、樊金龙、费高云出席会议。代理市长陈金虎出席常州分会场会议。 ,,无,无,无,2020-04-15 09:22,搜狗高速浏览器,0,0,1
IDi5hlYb6,#全民国家安全教育日# 维护国家密码安全，提升密码工作法治化水平  原图 ,,http://wx3.sinaimg.cn/large/9bf793c7gy1gdtcw778wzj20ae252dlp.jpg,无,无,2020-04-14 16:04,搜狗高速浏览器,2,3,2
IDhkbBA3y,【一季度常州海关签发自贸协定优惠原产地证书9355份】常州海关一季度共签发各类原产地证书14459份，签证金额7.52亿美元。其中，签发自贸协定优惠原产地证书9355份，在南京关区各隶属关中位列第一，签证金额达4.71亿美元，为常州企业可减免进口国关税3472.32万美元。  ,,无,无,无,2020-04-14 14:08,搜狗高速浏览器,2,0,0
IDgdP2Ra0,【常州城市形象宣传用语、标识投票开启】常州城市形象宣传用语、城市形象标识（Logo）自今年3月面向社会公开征集以来，社会各界踊跃参与，共收到7501条城市形象宣传用语和906个城市形象标识（Logo）投稿。近万条投稿充分体现和汇聚了网友的智慧和创意，许许多多优秀的作品都值得打call。目前初评工作已经完成，现对入围作品予以公示并进行网络投票。公示、投票期为2020年4月14日至4月16日。 [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/9bf793c7gy1gdt4o6f2adj20f70nx0un.jpg,http://ww3.sinaimg.cn/large/9bf793c7gy1gdt4o6jiz0j20j21zzwi7.jpg",无,无,2020-04-14 11:20,搜狗高速浏览器,16,5,9
IDgbOEEOm,【常州开展“书香常州·公益阅读领读行动”】为进一步提升常州市居民综合阅读率，加快建设“书香常州”，推动文化高质量稳步发展，常州将于2020年4月——2021年2月期间，在全市范围开展“书香常州·公益阅读领读行动”。领读行动内容主要包括主题阅读领读、品牌活动领读、分众群体领读、领读阵地建设四个方面。 ,,无,无,无,2020-04-14 11:15,搜狗高速浏览器,2,1,1
IDfBP7VaM,【涅槃重生 玉树地震10周年】十年前，青海玉树发生里氏7.1级强烈地震，造成了巨大的人员伤亡和财产损失。地震过后，全国上下倾力相助，进行了一场迄今为止人类在高原高寒地区规模最大、成效最显著的救灾行动和重建工程。十年之后，玉树似重生的凤凰，以新姿态傲立三江大地。人民网的秒拍视频  ,,无,无,无,2020-04-14 09:46,微博视频号,3,2,1
ID8PNpDPA,【常州将全力打好生猪稳产保供硬仗】4月12日下午，全省加快恢复生猪生产视频调度会议召开，代市长陈金虎、副市长许峥和我市相关部门负责人在常州分会场组织收听收看会议。陈金虎在交流发言中表示，常州将积极落实国务院、省政府关于加快恢复生猪生产的决策部署，精准施策、重点突破，全力加快生猪生产恢复发展，3月份，全市生猪出栏环比增长158%。为进一步提升规模化养殖水平，市财政将对新增出栏5000头以上、1万头以下的商品育肥猪的规模养殖场，给予一次性50万元的奖励；此外，将大力支持生态循环型规模养猪场建设，全面推行种养结合、农牧循环，实现绿色发展，对符合要求的项目给予一定奖补。 ,,无,无,无,2020-04-13 16:31,搜狗高速浏览器,4,0,1
ID82ArP3d,【#钟南山指出复工复产后有个别感染不奇怪#】钟南山：还是要复工复产复课，坚持往前走。这个过程中出现几个感染，马上隔离，就不会继续传播、不会暴发。我们往前走，把感染的可能性及它出现的几率降到最低！要做好防控，防控的关键还是自己。（央视新闻）央视新闻的微博视频  ,,无,无,无,2020-04-13 14:30,微博视频号,5,1,0
ID7R7sHOa,【天宁区、溧阳市获评全省政务诚信“一等”】江苏省社会信用体系建设领导小组办公室日前发布通知，公布2019年度各设区市和县级地区政务诚信评价结果。我市天宁区、溧阳市荣获县级地区政务诚信等次评价“一等”。  ,,无,无,无,2020-04-13 14:02,搜狗高速浏览器,2,0,1
ID6ufBDp0,【市领导督查安全生产工作 落实应急制度与演练】10日下午，副市长蒋锋率相关部门负责人对我市安全生产工作进行督查。 督查中，蒋锋强调要强化企业安全生产主体责任落实，规范落实安全生产管理制度，强化安全风险管控，积极开展隐患排查整治，落实应急管理制度与培训演练。同时，要鼓励企业提升安全生产管理水平，从源头上提升全市安全生产水平。 ,,无,无,无,2020-04-13 10:33,搜狗高速浏览器,3,0,0
ID64LmBtm,【齐家滨调研老旧小区改造工作】昨天，市委书记齐家滨专题调研老旧小区改造工作指出，老旧小区改造是涉及千家万户的民心工程，各级各部门要始终把群众的安危冷暖放在心上，以系统化思维统筹谋划推进好老旧小区改造，推动老城区社区品质、生活环境显著提升，不断增强群众的获得感、幸福感、安全感。  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/9bf793c7gy1gdrvvoep7uj20k00dbmzi.jpg,http://ww3.sinaimg.cn/large/9bf793c7gy1gdrvvoy3mkj20k00dbwh6.jpg",无,无,2020-04-13 09:30,搜狗高速浏览器,3,0,5
ID0SUbxCx,英雄归来！这支援武汉时间最长的医疗队实现救治“零死亡”英雄归来！这支援武汉时间最长的医疗队实现救治“零死亡”  ,,无,无,无,2020-04-12 20:17,专业版微博,9,1,2
ICYH20Xrl,【常州市法人数字证书一证通平台上线】为切实减轻企业负担，打造一流营商环境，按照“一张证书、全网通办、在线签章”原则，我市建成法人数字证书一证通平台，本月起上线运行。该平台将各级各部门的系统认证功能进行了集约化整合，用户只需一张证书，即可登录税务、公积金、社保等网上系统进行业务办理。如需了解详细内容，可访问http://t.cn/A6wG2Idu查看。 ,,无,无,无,2020-04-12 14:42,搜狗高速浏览器,0,0,0
ICXyJvJSk,【今年常州市将建5G基站2800多个】4月10日下午，我市“5G新窗口”党建联盟启动。“5G新窗口”党建联盟是常州移动党支部首次与政府、企事业单位成立针对5G网络建设的党建联盟，首批成员单位包括常州图书馆、常州地铁等多个单位。 今年我市将建成移动5G基站2800多个，实现常武地区5G网络连续覆盖，金坛、溧阳重点乡镇覆盖。 ,,无,无,无,2020-04-12 11:49,搜狗高速浏览器,7,2,4
ICXe1zQaI,【钟南山：#中国出现疫情第二波大暴发几率很小#】钟南山表示，境外输入病例传播的危险性肯定存在，但造成疫情暴发可能性比较小。我国社区居民都有很强的自我防护意识，一旦有人出现发烧等症状，也能够快速报告或接受诊断，进而隔离。人民日报的微博视频  ,,无,无,无,2020-04-12 10:58,微博视频号,3,0,0
ICWIW7IC7,【#钟南山称现在还不能摘口罩#】12日，中国工程院院士钟南山接受人民日报新媒体记者专访时表示，现在还不是摘口罩的时候。现在国内外情况悬殊，中国由于采取了非常果断的措施，现在已步入疫情第二阶段，而其他一些主要国家还处在大暴发的第一阶段，且仍在向上攀升。这意味着人传人的几率非常高，确诊病例增加非常快。戴口罩仍是很重要的自我防护手段，现在就提出不戴为时过早。不过，在疫情不严重的地区，人少的地方或空旷场所，倒不见得必须戴。（人民日报） ,,无,无,无,2020-04-12 09:41,搜狗高速浏览器,4,0,0
ICPVpitDa,【复学要稳妥有序，#张文宏给学生家长提个醒#】#对话硬核医生张文宏#当前多地公布开学时间，张文宏表示，现在国内的疫情基本可控，这为复学提供了很好的条件。他特别提醒家长称，“孩子的感染不取决于孩子本身，取决于家长。最怕的是我们家长感染了，感染给孩子，孩子又传染给了别的同学。所以千万不要觉得把孩子送进学校就不管了，家长首先要做好自己的防护。只有我们整个社会处于一个健康的生活体系中，孩子们才能尽快安全复学。”http://t.cn/A6wye3NO ,,无,无,无,2020-04-11 16:23,微博视频号,3,0,0
ICP8lcp1p,【#戴上口罩会变美#？专家：有科学依据，会根据自己喜好脑补别人】你有没有觉得自己戴上口罩变美了？有市民表示犹抱琵琶半遮面，口罩可以增加想象空间，也有市民表示口罩可以遮住自己吃圆了的胖脸。专家：根据完形心理学，会根据自己的审美观去想象别人的长相。JSTV荔枝视频的秒拍视频  ,,无,无,无,2020-04-11 14:22,微博视频号,5,0,1
ICNSfArp7,【一季度常州粮油价格有所上扬，猪肉价格冲高回落】昨天，小微从市发改委了解到，价格监测显示，一季度我市粮油价格有所上扬，猪肉价格冲高回落，鸡蛋价格持续下跌，蔬菜价格上涨明显。粮食价格有所上扬。由于新冠肺炎疫情爆发，运输不畅，一季度我市粮食价格明显上涨。3月底，我市每500克零售均价粳米（三级）2.24元、面粉（标准粉）2.73元，与1月初比分别上涨12.56%、20.8%，与去年同期比分别涨16.06%、22.97%。食用油价格小幅上扬。一季度，国内食用油需求旺盛，市场供应充足，价格小幅上扬。3月底5升桶装金龙鱼大豆油43.25元、菜籽油63.9元，与年初比分别涨5.75%、3.99%。猪肉价格冲高回落。据悉，猪肉价格在2月初涨至一季度最高位，每500克精瘦肉高达38.63元。随着疫情缓解、运输畅通，猪肉价格缓慢回落。3月底每500克精瘦肉35.63元，比1月初上涨12.65%，比去年同期上涨158.75%。禽价平稳，蛋价持续下跌。春节期间，禽价短时冲高，2月初禽价开始回落。3月底每500克白条鸡肉零售均价13.6元，与年初持平；3月底每500克鸡蛋零售价格3.5元，与1月初比跌31.77%。此外，一季度，我市淡水鱼价格小幅上扬，蔬菜价格上涨明显，水果价格涨多跌少。 ,,无,无,无,2020-04-11 11:09,微博 weibo.com,6,2,9
ICNEt2Y30,【苏高新南大创新园获评省级科技企业孵化器】江苏省科技厅日前公布2019年度省级科技企业孵化器名单，溧阳市苏高新南大创新园孵化器入选。苏高新南大创新园项目由苏高新集团和江苏南大尚诚集团共同开发，是苏高新集团改革重组后首个区外产业项目，拥有系统的创业孵化公共服务体系，“一站式”服务包括创业辅导、投融资、财税咨询、人才培训，以及中介服务、政务服务、信息交流、教育培训“四大服务平台”。目前，平台在孵企业33家，累计毕业企业12家。据了解，目前溧阳市已有国家级科技企业孵化器2家、省级科技企业孵化器3家。 ,,无,无,无,2020-04-11 10:36,微博 weibo.com,2,0,1
ICNpXgnNM,【500余人次进场，达成100个签约意向】为更加有效支持企业复工复产，帮助各类群体解决就业需求，经市防疫指挥部同意，常州市人力资源市场于4月10日组织春节后首场现场招聘会。此次现场招聘会共吸引思源电力、新金田工具、江苏风火网络科技等17家企业进场招聘，提供了销售、技术、质检、网络客服、一线操作工等近百个职位500余个就业岗位。佩戴口罩、测量体温、出示健康码、登记……求职者在工作人员的引导下，做好疫情防控措施。据介绍，当天共有500余人次进场应聘，现场招聘会上约达成100个初步签约意向。首场招聘会后，市人力资源市场将正式恢复每周五、周六的现场招聘会。http://t.cn/A6wL8tGe ,,无,无,无,2020-04-11 10:00,微博 weibo.com,2,0,0
